iter	Passed	Remaining
473	3856	4279
474	3862	4269
475	3868	4258
476	3875	4249
477	3881	4239
478	3888	4229
479	3895	4219
480	3902	4211
481	3908	4200
482	3914	4190
483	3921	4180
484	3927	4169
485	3933	4159
486	3939	4150
487	3945	4139
488	3952	4130
489	3958	4120
490	3965	4110
491	3971	4101
492	3979	4092
493	3986	4083
494	3993	4073
495	3999	4064
496	4007	4055
497	4013	4045
498	4020	4036
499	4026	4026
500	4034	4018
501	4040	4008
502	4046	3998
503	4053	3988
504	4059	3978
505	4065	3968
506	4071	3959
507	4077	3949
508	4085	3940
509	4091	3931
510	4099	3922
511	4105	3913
512	4112	3903
513	4118	3894
514	4124	3884
515	4130	3874
516	4136	3864
517	4143	3855
518	4149	3845
519	4154	3834
520	4160	3825
521	4166	3815
522	4172	3805
523	4178	3795
524	4184	3785
525	4190	3776
526	4195	3765
527	4201	3756
528	4207	3746
529	4215	3738
530	4222	3729
531	4231	3722
532	4239	3714
533	4247	3706
534	4256	3699
535	4268	3695
536	4279	3690
537	4299	3691
538	4312	3688
539	4330	3688
540	4347	3688
541	4365	3689
542	4381	3687
543	4394	3683
544	4406	3679
545	4420	3675
546	4436	3674
547	4452	3672
548	4471	3672
549	4493	3676
550	4511	3676
551	4527	3674
552	4538	3668
553	4550	3663
554	4560	3656
555	4568	3648
556	4577	3640
557	4584	3631
558	4592	3622
559	4600	3614
560	4607	3605
561	4614	3596
562	4621	3587
563	4628	3578
564	4634	3568
565	4640	3558
566	4646	3548
567	4653	3539
568	4660	3530
569	4666	3520
570	4673	3510
571	4679	3501
572	4685	3491
573	4691	3481
574	4698	3472
575	4704	3462
576	4710	3453
577	4716	3443
578	4722	3433
579	4728	3424
580	4734	3414
581	4740	3404
582	4746	3395
583	4752	3385
584	4758	3375
585	4764	3366
586	4770	3356
587	4776	3346
588	4782	3337
589	4788	3327
590	4794	3318
591	4800	3308
592	4807	3299
593	4812	3289
594	4819	3280
595	4825	3270
596	4831	3261
597	4836	3251
598	4842	3242
599	4849	3232
600	4855	3223
601	4861	3213
602	4867	3204
603	4873	3195
604	4879	3185
605	4885	3176
606	4892	3167
607	4898	3158
608	4905	3149
609	4911	3140
610	4917	3130
611	4923	3121
612	4929	3112
613	4936	3103
614	4942	3093
615	4948	3084
616	4954	3075
617	4960	3066
618	4967	3057
619	4973	3048
620	4979	3038
621	4986	3030
622	4992	3020
623	4999	3012
624	5005	3003
625	5011	2994
626	5018	2985
627	5025	2976
628	5032	2968
629	5038	2959
630	5044	2950
631	5051	2941
632	5058	2932
633	5064	2923
634	5069	2914
635	5076	2905
636	5083	2896
637	5089	2887
638	5096	2879
639	5102	2870
640	5108	2861
641	5115	2852
642	5121	2843
643	5127	2834
644	5134	2826
645	5141	2817
646	5147	2808
647	5154	2799
648	5160	2790
649	5166	2781
650	5172	2772
651	5180	2764
652	5187	2756
653	5194	2747
654	5200	2738
655	5206	2730
656	5213	2721
657	5220	2713
658	5227	2704
659	5233	2696
660	5240	2687
661	5247	2679
662	5254	2670
663	5259	2661
664	5266	2653
665	5273	2644
666	5280	2636
667	5286	2627
668	5292	2618
669	5299	2610
670	5306	2601
671	5311	2592
672	5318	2583
673	5324	2575
674	5329	2566
675	5335	2557
676	5341	2548
677	5347	2539
678	5353	2530
679	5359	2522
680	5366	2513
681	5373	2505
682	5379	2496
683	5385	2487
684	5393	2480
685	5401	2472
686	5412	2466
687	5423	2459
688	5434	2453
689	5447	2447
690	5458	2440
691	5468	2433
692	5479	2427
693	5490	2421
694	5501	2414
695	5514	2408
696	5527	2403
697	5541	2397
698	5551	2390
699	5564	2384
700	5575	2377
701	5585	2371
702	5596	2364
703	5607	2357
704	5615	2349
705	5624	2342
706	5631	2333
707	5640	2326
708	5647	2317
709	5654	2309
710	5660	2300
711	5666	2292
712	5673	2283
713	5679	2275
714	5686	2266
715	5694	2258
716	5703	2251
717	5709	2242
718	5716	2234
719	5722	2225
720	5729	2216
721	5735	2208
722	5741	2199
723	5748	2191
724	5754	2182
725	5759	2173
726	5765	2165
727	5772	2156
728	5778	2148
729	5784	2139
730	5791	2131
731	5797	2122
732	5804	2114
733	5811	2105
734	5817	2097
735	5823	2088
736	5829	2080
737	5836	2071
738	5842	2063
739	5848	2054
740	5855	2046
741	5861	2038
742	5868	2029
743	5874	2021
744	5880	2012
745	5886	2004
746	5892	1995
747	5898	1987
748	5904	1978
749	5910	1970
750	5917	1961
751	5923	1953
752	5929	1944
753	5936	1936
754	5942	1928
755	5949	1920
756	5955	1911
757	5961	1903
758	5966	1894
759	5972	1886
760	5979	1877
761	5985	1869
762	5991	1861
763	5997	1852
764	6003	1844
765	6009	1835
766	6016	1827
767	6023	1819
768	6029	1811
769	6034	1802
770	6041	1794
771	6047	1786
772	6054	1777
773	6061	1769
774	6067	1761
775	6074	1753
776	6081	1745
777	6087	1737
778	6093	1728
779	6099	1720
780	6106	1712
781	6113	1704
782	6119	1696
783	6126	1688
784	6133	1679
785	6139	1671
786	6146	1663
787	6152	1655
788	6158	1646
789	6164	1638
790	6171	1630
791	6178	1622
792	6184	1614
793	6189	1605
794	6196	1597
795	6202	1589
796	6209	1581
797	6215	1573
798	6221	1565
799	6228	1557
800	6234	1548
801	6241	1540
802	6248	1532
803	6254	1524
804	6260	1516
805	6266	1508
806	6273	1500
807	6284	1493
808	6293	1485
809	6304	1478
810	6313	1471
811	6322	1463
812	6332	1456
813	6359	1453
814	6381	1448
815	6389	1440
816	6395	1432
817	6403	1424
818	6421	1419
819	6428	1411
820	6446	1405
821	6468	1400
822	6488	1395
823	6503	1389
824	6520	1383
825	6538	1377
826	6551	1370
827	6566	1364
828	6578	1356
829	6586	1349
830	6614	1345
831	6620	1336
832	6626	1328
833	6632	1320
834	6639	1311
835	6645	1303
836	6651	1295
837	6657	1287
838	6664	1278
839	6670	1270
840	6676	1262
841	6682	1253
842	6688	1245
843	6695	1237
844	6701	1229
845	6707	1221
846	6713	1212
847	6720	1204
848	6726	1196
849	6732	1188
850	6738	1179
851	6744	1171
852	6750	1163
853	6757	1155
854	6763	1147
855	6769	1138
856	6776	1130
857	6782	1122
858	6788	1114
859	6794	1106
860	6801	1098
861	6807	1089
862	6815	1081
863	6822	1073
864	6830	1066
865	6840	1058
866	6850	1050
867	6859	1043
868	6869	1035
869	6878	1027
870	6890	1020
871	6907	1014
872	6921	1006
873	6934	999
874	6947	992
875	6959	985
876	6971	977
877	6983	970
878	6994	962
879	7008	955
880	7019	948
881	7032	940
882	7041	933
883	7053	925
884	7065	918
885	7078	910
886	7087	902
887	7097	895
888	7104	887
889	7113	879
890	7120	871
891	7128	863
892	7136	855
893	7143	846
894	7149	838
895	7156	830
896	7162	822
897	7169	814
898	7175	806
899	7182	798
900	7189	789
901	7196	781
902	7204	773
903	7211	765
904	7217	757
905	7223	749
906	7229	741
907	7236	733
908	7243	725
909	7249	716
910	7256	708
911	7263	700
912	7269	692
913	7276	684
914	7283	676
915	7289	668
916	7296	660
917	7302	652
918	7309	644
919	7315	636
920	7322	628
921	7330	620
922	7335	611
923	7343	603
924	7349	595
925	7358	588
926	7365	579
927	7370	571
928	7377	563
929	7384	555
930	7391	547
931	7397	539
932	7403	531
933	7411	523
934	7417	515
935	7425	507
936	7430	499
937	7437	491
938	7443	483
939	7449	475
940	7456	467
941	7462	459
942	7468	451
943	7476	443
944	7482	435
945	7489	427
946	7495	419
947	7500	411
948	7507	403
949	7514	395
950	7521	387
951	7527	379
952	7534	371
953	7541	363
954	7547	355
955	7554	347
956	7560	339
957	7566	331
958	7573	323
959	7580	315
960	7587	307
961	7593	299
962	7599	291
963	7606	284
964	7612	276
965	7619	268
966	7626	260
967	7632	252
968	7638	244
969	7645	236
970	7652	228
971	7658	220
972	7665	212
973	7671	204
974	7678	196
975	7684	188
976	7691	181
977	7698	173
978	7706	165
979	7712	157
980	7720	149
981	7726	141
982	7733	133
983	7738	125
984	7745	117
985	7752	110
986	7758	102
987	7765	94
988	7771	86
989	7777	78
990	7785	70
991	7790	62
992	7797	54
993	7804	47
994	7810	39
995	7818	31
996	7824	23
997	7831	15
998	7838	7
999	7844	0
